ticker,date,expiry,option_type,moneyness,strike,timestamp,open,high,low,close,volume
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:17:00,12.9,12.9,12.9,12.9,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:18:00,12.9,12.9,12.9,12.9,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:19:00,12.9,12.9,10.35,10.35,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:20:00,10.15,10.7,9.8,10.7,1800
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:21:00,10.7,10.7,10.7,10.7,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:22:00,10.25,11.4,10.25,10.55,2700
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:23:00,10.55,10.55,10.55,10.55,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:24:00,10.55,10.55,10.55,10.55,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:25:00,10.55,10.55,9.2,9.6,1200
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:26:00,9.6,9.65,9.45,9.45,1500
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:27:00,9.45,10.3,9.45,10.05,2400
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:28:00,10.05,10.05,10.05,10.05,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:29:00,10.7,10.7,10.7,10.7,600
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:30:00,12.2,12.2,12.2,12.2,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:31:00,12.2,13.1,12.2,13.1,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:32:00,13.0,13.0,13.0,13.0,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:33:00,13.0,13.0,11.85,11.85,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:34:00,11.85,12.25,11.85,12.25,900
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:35:00,13.6,13.6,13.6,13.6,600
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:36:00,13.5,13.5,13.5,13.5,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:37:00,13.5,13.5,13.0,13.0,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:38:00,13.0,13.0,11.85,11.85,600
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:39:00,11.85,11.85,11.6,11.6,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:40:00,11.6,13.6,11.6,12.9,600
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:41:00,12.9,13.6,12.7,12.7,1800
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:42:00,12.7,12.7,12.7,12.7,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:43:00,12.7,12.7,12.35,12.35,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:44:00,12.35,13.5,12.35,12.9,1200
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:45:00,13.4,13.5,12.9,13.2,3600
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:46:00,13.2,13.2,10.35,10.35,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:47:00,10.35,12.15,10.35,12.15,1500
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:48:00,12.15,12.15,10.15,10.15,900
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:49:00,10.15,11.55,10.15,11.55,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:50:00,11.55,11.55,11.1,11.1,600
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:51:00,11.1,11.1,10.65,10.65,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:52:00,10.7,10.7,10.7,10.7,1200
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:53:00,10.15,10.15,10.15,10.15,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:54:00,10.15,10.15,9.85,9.85,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:55:00,9.85,9.85,9.85,9.85,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:56:00,9.85,9.85,9.85,9.85,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:57:00,9.85,9.85,9.85,9.85,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:58:00,10.55,10.55,10.55,10.55,600
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 09:59:00,10.55,10.55,9.7,9.7,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:00:00,9.7,9.7,9.7,9.7,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:01:00,9.7,10.0,9.7,10.0,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:02:00,10.0,10.0,10.0,10.0,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:03:00,10.0,10.0,10.0,10.0,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:04:00,10.0,10.0,10.0,10.0,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:05:00,10.0,10.0,10.0,10.0,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:06:00,10.0,10.0,10.0,10.0,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:07:00,10.0,11.5,10.0,11.5,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:08:00,11.5,11.5,11.5,11.5,600
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:09:00,11.5,11.5,11.5,11.5,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:10:00,11.5,11.5,11.5,11.5,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:11:00,11.5,11.5,11.5,11.5,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:12:00,11.5,11.5,11.5,11.5,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:13:00,11.5,11.5,11.5,11.5,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:14:00,11.5,11.5,11.5,11.5,0
